Date,Time,Otters,hSeals,eSeals
8/25/10,1530,4,24,0
8/26/10,1815,3,1,0
8/27/10,1815,1,67,0
8/28/10,1320,4,4,0
8/29/10,1010,4,10,0
8/30/10,1545,2,59,0
9/2/10,1855,4,7,0
9/3/10,1815,3,39,0
9/4/10,1420,3,38,0
9/5/10,900,8,41,0
9/6/10,1215,5,1,0
9/11/10,1715,3,10,0
9/12/10,1200,8,14,0
9/13/10,1155,6,2,0
9/14/10,730,5,50,0
9/15/10,1245,3,24,0
9/16/10,1715,5,18,0
9/17/10,1150,3,31,0
9/18/10,1230,4,13,0
9/19/10,930,3,18,0
9/20/10,820,3,27,0
9/21/10,1415,0,54,0
9/22/10,1055,4,4,0
9/23/10,1900,2,12,0
9/24/10,1330,1,1,0
9/25/10,1610,0,21,0
9/26/10,1420,4,20,0
9/27/10,1710,5,36,0
9/28/10,1510,4,64,1
9/29/10,1040,3,51,1
9/30/10,1420,4,40,1
10/1/10,1815,5,34,1
10/2/10,930,2,90,1
10/3/10,1455,1,63,1
10/4/10,1350,2,86,1
10/5/10,1605,1,171,1
10/6/10,1810,2,67,1
10/7/10,1215,1,5,0
10/8/10,1055,2,34,0
10/9/10,1630,0,7,0
10/10/10,1125,0,15,0
10/11/10,1530,1,1,0
10/12/10,745,1,153,0
10/13/10,1820,1,16,0
10/14/10,840,1,81,0
10/15/10,1330,1,47,0
10/16/10,825,5,131,1
10/17/10,1725,2,12,1
10/18/10,1120,5,116,1
10/19/10,1500,2,69,1
10/21/10,1000,4,51,1
10/22/10,1335,1,3,0
10/23/10,900,0,131,1
10/24/10,1405,0,5,0
10/25/10,1135,1,56,1
10/27/10,1400,0,73,1
10/28/10,1200,2,36,1
10/29/10,1325,4,135,1
10/30/10,945,0,117,1
10/31/10,1520,0,29,1
11/2/10,1450,0,140,1
11/3/10,1500,2,134,3
11/4/10,1420,0,55,3
11/5/10,1115,4,2,1
11/6/10,925,1,55,3
11/7/10,1345,4,17,3
11/8/10,1050,0,86,3
11/9/10,1430,1,125,4
11/10/10,650,1,138,1
11/16/10,955,2,29,3
11/17/10,850,3,56,3
11/18/10,1310,3,60,3
11/19/10,1450,3,63,2
11/20/10,1045,3,67,2
11/21/10,1020,4,15,4
11/22/10,830,2,57,3
11/23/10,1145,3,15,5
11/24/10,1245,6,207,6
11/26/10,1145,2,33,5
11/27/10,1640,3,4,8
11/28/10,1310,5,282,8
11/30/10,1130,4,63,10
12/1/10,800,4,22,12
12/4/10,1300,8,9,7
12/6/10,1410,2,183,10
12/7/10,1455,4,67,10
12/8/10,1530,0,177,10
12/9/10,1455,2,231,17
12/10/10,1525,6,149,10
12/12/10,1635,2,100,6
12/15/10,745,6,109,2
12/16/10,1000,0,195,2
12/17/10,1610,1,36,0
12/18/10,1225,5,116,1
12/19/10,1200,4,126,0
12/21/10,1300,9,327,0
12/22/10,1430,1,242,1
12/23/10,1630,4,160,1
12/24/10,1100,6,94,0
12/25/10,1030,6,91,0
12/26/10,1215,3,288,0
12/27/10,820,4,162,0
12/28/10,1515,3,140,0
12/29/10,1645,0,1,0
12/30/10,750,1,103,0
12/31/10,1700,3,162,0
1/1/11,1150,5,155,0
1/2/11,1150,6,350,0
1/13/11,1220,4,76,0
1/14/11,1230,4,130,0
1/15/11,1330,4,137,0
1/16/11,1435,4,200,0
1/17/11,1525,4,161,0
1/18/11,1100,5,274,0
1/19/11,1715,5,205,0
1/21/11,1425,8,222,0
1/22/11,1500,6,297,0
1/23/11,1010,0,217,0
1/24/11,1435,2,47,0
1/25/11,1140,7,180,0
1/26/11,1540,8,133,0
1/27/11,1510,7,165,0
1/28/11,1330,4,155,0
1/29/11,800,3,62,0
1/30/11,1530,5,28,0
2/2/11,1015,0,58,0
2/3/11,1540,2,193,0
2/4/11,1405,4,267,0
2/5/11,1100,7,152,0
2/6/11,825,11,112,0
2/8/11,1320,0,230,0
2/9/11,1755,4,196,0
2/10/11,1400,5,69,0
2/11/11,1610,15,82,0
2/12/11,1215,13,27,0
2/13/11,1305,7,109,0
2/14/11,825,14,96,0
2/16/11,1340,17,265,0
2/17/11,1710,14,3,0
2/18/11,1415,14,223,0
2/19/11,850,13,171,0
2/20/11,1115,17,288,1
2/21/11,830,9,104,0
2/22/11,1350,8,149,0
2/25/11,1345,14,19,0
2/27/11,1010,8,257,0
2/28/11,1345,6,66,0
3/1/11,1540,7,188,0
3/2/11,1430,6,92,0
3/8/11,1730,3,139,0
3/10/11,1330,8,168,0
3/11/11,900,11,189,0
3/12/11,1815,6,66,0
3/13/11,1150,14,197,0
3/14/11,1800,4,123,0
3/15/11,1710,13,181,0
3/16/11,1835,4,324,0
3/17/11,1210,14,277,0
3/18/11,1750,9,0,0
3/19/11,1200,12,196,0
3/20/11,1350,8,294,0
3/21/11,1240,4,287,0
3/22/11,810,1,120,0
3/23/11,1450,11,162,0
3/24/11,1815,12,22,0
3/25/11,1320,11,368,0
3/26/11,1835,5,241,1
3/27/11,1305,0,327,0
3/28/11,1200,5,161,0
3/29/11,1310,7,339,0
3/30/11,940,8,173,1
3/31/11,740,1,55,0
4/1/11,1400,9,232,0
4/2/11,1300,12,278,0
4/3/11,1420,4,242,0
4/4/11,1445,8,101,0
4/5/11,1505,7,180,0
4/6/11,1705,1,255,1
4/7/11,1145,6,149,0
4/8/11,1120,5,133,0
4/9/11,710,5,136,0
4/10/11,800,7,120,0
4/11/11,1030,4,86,0
4/12/11,930,8,190,0
4/13/11,1240,4,174,0
4/14/11,1820,1,99,0
4/15/11,1005,8,80,0
4/16/11,1445,1,131,0
4/17/11,920,10,64,0
4/18/11,1220,12,51,0
4/19/11,1815,10,151,0
4/20/11,1740,8,17,0
4/21/11,1615,8,151,0
4/22/11,1615,7,165,0
4/23/11,825,7,136,0
4/24/11,1745,6,142,0
4/25/11,1945,4,92,1
4/26/11,1800,2,145,0
4/28/11,1455,4,140,0
5/1/11,1305,7,151,0
5/3/11,815,5,81,0
5/5/11,1700,7,249,0
5/9/11,1945,7,189,0
5/10/11,1900,12,115,0
5/11/11,1245,9,184,0
5/12/11,1900,4,153,0
5/13/11,1900,2,81,0
5/15/11,1930,9,84,0
5/16/11,2000,5,25,0
5/18/11,1515,9,309,0
5/19/11,1645,7,336,0
5/20/11,1540,7,303,0
5/25/11,2010,13,147,1
5/27/11,1330,4,133,0
5/28/11,1900,4,79,0
5/29/11,1820,0,94,0
5/30/11,1645,1,256,0
5/31/11,2025,9,102,0
6/1/11,1830,3,297,0
6/2/11,1625,4,188,0
6/3/11,1350,6,112,0
6/4/11,1830,7,233,0
6/5/11,1420,3,108,0
6/6/11,1950,3,112,0
6/7/11,1415,7,175,0
6/9/11,1500,5,202,0
6/10/11,1415,3,262,0
6/11/11,1550,5,216,0
6/12/11,1715,6,112,0
6/13/11,1345,5,171,0
6/14/11,1540,2,260,0
6/15/11,2030,1,131,0
6/16/11,1410,12,372,0
6/17/11,1115,10,261,0
6/18/11,1200,7,102,0
6/19/11,1820,0,309,0
6/20/11,1100,5,181,0
6/21/11,1230,4,91,0
6/22/11,1830,5,255,0
6/23/11,1545,5,282,0
6/24/11,810,5,368,0
6/25/11,1615,4,315,0
6/26/11,1525,9,254,0
6/27/11,1830,9,179,0
6/28/11,1450,9,122,0
6/29/11,2020,9,73,0
6/30/11,1400,7,208,0
7/3/11,1900,1,334,1
7/4/11,1500,5,262,0
7/5/11,1900,2,324,1
7/6/11,1650,9,170,1
7/7/11,1605,6,152,0
7/8/11,1515,12,206,0
7/9/11,1300,3,322,0
7/10/11,1350,3,335,0
7/11/11,730,4,262,0
7/12/11,1730,1,233,0
7/13/11,1515,5,225,0
7/14/11,830,6,240,0
7/15/11,1940,5,177,0
7/16/11,1830,1,27,0
7/17/11,1900,7,23,0
7/18/11,1600,5,167,0
7/19/11,1530,1,92,0
7/21/11,1405,2,230,0
7/22/11,815,5,234,0
7/23/11,1340,1,136,0
7/24/11,940,12,150,0
7/25/11,1700,2,88,0
7/26/11,1245,5,215,0
7/27/11,1415,3,105,0
7/28/11,1925,0,125,0
7/29/11,1115,1,97,0
7/30/11,1200,2,76,0
7/31/11,845,2,35,0
8/1/11,1635,3,7,0
8/2/11,915,3,44,0
8/4/11,1930,4,15,0
8/5/11,1725,3,61,0
8/6/11,1000,0,110,0
8/7/11,1510,3,65,0
8/8/11,1035,2,115,0
8/9/11,1930,3,81,0
8/10/11,1800,1,43,0
8/11/11,1555,1,7,0
8/12/11,1420,0,70,0
8/31/11,1130,0,62,0
9/1/11,1630,0,8,0
9/2/11,1400,0,28,0
9/4/11,1410,4,52,0
9/5/11,810,1,32,0
9/6/11,1340,0,62,0
9/8/11,1545,3,79,0
9/9/11,1040,1,78,0
9/10/11,1740,0,69,0
9/11/11,1352,0,51,0
9/12/11,1145,2,6,0
9/13/11,720,1,105,0
9/14/11,1550,1,3,0
9/15/11,830,2,159,0
9/16/11,1530,2,27,0
9/17/11,1545,7,13,0
9/18/11,1640,0,7,0
9/19/11,755,1,85,0
9/20/11,1450,0,82,1
9/21/11,1200,1,24,1
9/22/11,1050,0,123,1
9/23/11,1215,0,65,1
9/24/11,1515,1,161,1
9/25/11,1030,5,57,1
9/26/11,1205,1,74,1
9/27/11,1015,1,9,1
9/29/11,955,4,78,0
9/30/11,1425,0,6,1
10/1/11,1830,0,5,0
10/2/11,830,1,128,0
10/3/11,1600,0,5,1
10/4/11,1000,3,168,1
10/5/11,1245,2,166,1
10/6/11,1400,0,81,1
10/7/11,1320,1,109,1
10/8/11,1100,0,75,1
10/9/11,1050,1,65,1
10/10/11,1540,0,35,1
10/11/11,1230,0,9,1
10/12/11,1850,0,104,1
10/13/11,1415,0,2,0
10/14/11,1520,0,3,0
10/15/11,1515,0,11,0
10/16/11,1005,1,42,0
10/17/11,1115,0,13,0
10/18/11,1650,0,76,0
10/19/11,1030,1,96,0
10/20/11,1130,2,90,0
10/21/11,1415,1,80,0
10/22/11,1515,2,0,0
10/23/11,1040,1,6,0
10/24/11,1230,4,0,79
10/27/11,1400,2,33,0
10/28/11,1330,2,20,0
10/30/11,840,0,0,96
10/31/11,1530,2,101,0
11/1/11,1555,0,127,0
11/2/11,900,1,96,0
11/4/11,1615,1,31,0
11/5/11,1445,1,288,0
11/6/11,1440,3,155,0
11/8/11,740,5,40,0
11/9/11,1450,1,0,0
11/10/11,1545,1,1,0
11/11/11,755,2,75,0
11/12/11,1610,2,67,0
11/13/11,1635,3,126,0
11/14/11,925,5,61,0
11/15/11,1010,4,143,0
11/16/11,1545,4,132,0
11/17/11,1130,4,77,0
11/19/11,1550,0,173,1
11/20/11,1555,8,56,0
11/21/11,950,6,270,0
11/22/11,1500,1,55,0
11/25/11,1230,4,314,1
11/26/11,945,4,102,0
11/27/11,1240,4,169,0
11/28/11,1700,4,148,0
11/29/11,1015,5,181,0
11/30/11,940,2,179,0
12/2/11,1320,2,105,0
12/3/11,1500,1,185,0
12/4/11,1375,1,101,0
12/5/11,1050,4,45,0
12/6/11,1610,0,40,0
12/7/11,945,0,47,0
12/8/11,800,6,48,0
12/9/11,1150,2,192,0
12/10/11,1220,1,250,0
12/11/11,1600,2,159,0
12/12/11,1050,2,121,0
12/13/11,1645,2,238,0
12/14/11,1520,2,115,0
12/15/11,920,9,169,0
12/16/11,1530,2,276,0
12/18/11,1100,5,282,0
12/19/11,1445,4,284,0
12/20/11,1700,4,233,0
12/21/11,1140,0,268,0
12/23/11,1015,4,85,0
12/24/11,1145,1,254,0
12/25/11,1630,1,144,0
12/26/11,1245,4,265,0
1/9/12,1305,2,140,2
1/10/12,1330,4,339,2
1/11/12,1145,3,134,2
1/12/12,1520,2,193,2
1/13/12,1630,2,144,2
1/14/12,1540,1,116,2
1/16/12,840,3,107,2
1/17/12,1145,0,71,2
1/18/12,1230,3,50,1
1/20/12,1345,7,53,1
1/21/12,1035,0,81,1
1/22/12,1130,7,263,1
1/23/12,1240,7,218,1
1/24/12,1740,3,304,1
1/25/12,940,2,58,1
1/26/12,1350,0,202,1
1/27/12,1340,0,208,1
1/28/12,1440,2,157,1
1/29/12,945,3,3,1
1/30/12,1420,2,80,1
1/31/12,1710,2,31,1
2/1/12,1000,3,102,1
2/6/12,1130,1,126,1
2/7/12,1635,1,8,0
2/8/12,730,2,105,1
2/9/12,1200,2,146,1
2/12/12,1550,1,155,1
2/13/12,1045,1,56,1
2/14/12,920,3,159,1
2/15/12,1500,0,117,1
2/17/12,1430,1,92,1
2/18/12,1640,1,74,1
2/19/12,1200,2,157,1
2/20/12,1500,0,33,1
2/21/12,1730,0,45,1
2/22/12,1045,0,31,1
2/25/12,1610,0,89,1
2/26/12,1400,0,104,1
2/27/12,1225,0,63,1
2/28/12,1050,0,61,1
2/29/12,1125,0,201,1
3/1/12,1125,0,201,1
3/2/12,925,0,134,1
3/3/12,1745,0,55,1
3/4/12,1615,1,34,1
3/5/12,800,0,22,0
3/6/12,1710,0,79,0
3/7/12,1640,0,207,0
3/8/12,1105,3,73,0
3/9/12,1115,0,14,0
3/10/12,1530,0,169,0
3/11/12,1130,0,71,0
3/12/12,1315,0,167,0
3/13/12,1020,0,101,0
3/14/12,1455,1,178,0
3/15/12,1635,1,86,0
3/16/12,1645,0,148,0
3/18/12,1630,0,279,0
3/19/12,1650,0,223,0
3/20/12,1100,1,47,0
3/21/12,1410,1,170,0
3/22/12,1440,1,119,0
3/23/12,930,0,44,0
3/24/12,1440,0,38,0
3/25/12,1135,3,182,0
3/26/12,1350,2,117,0
4/3/12,1750,1,109,0
4/4/12,1840,2,141,0
4/5/12,1430,0,141,0
4/6/12,1320,0,92,0
4/7/12,1910,1,112,0
4/8/12,1115,0,52,0
4/10/12,1730,0,56,0
4/11/12,1515,0,119,0
4/12/12,1000,4,84,0
4/13/12,1700,0,186,0
4/14/12,1620,0,210,0
4/15/12,1310,0,295,1
4/16/12,1655,0,83,1
4/17/12,1730,0,139,0
4/20/12,1100,0,98,0
4/21/12,1915,0,157,0
4/22/12,1800,0,108,0
4/23/12,925,0,72,0
4/25/12,815,0,56,0
4/26/12,1740,0,185,0
4/27/12,1140,0,147,0
4/28/12,1830,0,191,0
4/29/12,1145,0,149,0
4/30/12,1330,0,118,0
5/1/12,915,2,161,0
5/3/12,1040,0,127,0
5/5/12,1610,0,211,0
5/6/12,1245,0,155,0
5/7/12,1400,0,173,0
5/8/12,1830,0,51,0
5/10/12,1120,1,140,0
5/13/12,1740,1,150,0
5/14/12,930,3,110,0
5/15/12,730,0,100,0
5/18/12,1200,1,190,0
5/25/12,1350,0,182,0
5/26/12,1915,3,240,0
5/28/12,1600,2,122,0
5/29/12,1650,8,173,0
5/30/12,1420,1,170,0
5/31/12,1145,0,65,0
6/1/12,1145,3,172,0
6/2/12,1530,2,316,0
6/3/12,1610,5,297,0
6/4/12,1715,2,117,0
6/9/12,2000,2,230,0
6/10/12,1240,0,166,0
6/11/12,1435,1,190,0
6/12/12,1350,1,244,0
6/13/12,1740,1,177,0
6/14/12,1915,1,162,0
6/15/12,1840,3,262,0
6/17/12,1930,3,228,0
6/18/12,1815,3,270,0
6/19/12,1430,1,353,0
6/21/12,1735,3,336,0
6/22/12,1700,1,199,0
6/23/12,1400,2,157,0
6/28/12,1735,4,192,0
6/29/12,1745,4,139,1
6/30/12,1745,3,149,0
7/1/12,1320,7,139,1
7/2/12,910,1,285,1
7/3/12,1405,1,326,1
7/4/12,1505,5,380,0
7/5/12,1010,9,116,0
7/6/12,1010,10,165,0
7/7/12,1620,5,228,0
7/8/12,1220,6,201,0
7/9/12,1010,19,221,0
7/10/12,1745,7,264,0
7/11/12,815,9,311,0
7/12/12,1515,9,309,0
7/13/12,1105,3,282,0
7/14/12,1430,9,0,0
7/15/12,1145,9,121,0
7/16/12,1250,12,208,0
7/17/12,2010,6,107,0
7/19/12,1400,9,184,0
7/20/12,945,6,140,0
7/22/12,1820,3,258,0
7/23/12,1940,5,160,0
7/24/12,800,2,171,0
7/25/12,1010,7,108,0
7/26/12,1515,2,15,0
7/27/12,1215,7,72,0
7/28/12,1700,3,170,0
7/29/12,845,5,177,0
7/30/12,1525,3,183,0
7/31/12,1015,4,146,0
8/11/12,1700,3,48,0
8/12/12,1830,2,72,0
8/13/12,1430,0,73,0
8/14/12,1645,2,69,1
8/15/12,2010,2,36,0
8/16/12,800,9,74,0
8/17/12,940,5,32,0
8/18/12,1620,0,18,0
8/19/12,1645,1,48,1
8/20/12,1415,1,47,0
8/21/12,1400,1,46,0
8/22/12,1810,1,29,1
8/23/12,900,5,51,1
8/24/12,1040,2,46,0
8/25/12,815,1,50,1
8/26/12,1015,2,68,0
8/28/12,800,3,36,0
8/29/12,1400,2,66,0
8/30/12,730,4,57,0
8/31/12,955,4,69,0
9/1/12,1235,5,10,0
9/3/12,915,3,6,0
9/4/12,735,1,22,0
9/5/12,1125,1,27,0
9/6/12,830,1,27,0
9/7/12,720,2,6,0
9/9/12,1925,2,2,0
9/10/12,748,5,87,0
9/11/12,800,6,64,0
9/12/12,1635,1,65,0
9/13/12,1215,4,3,0
9/14/12,830,1,39,0
9/15/12,1815,0,0,0
9/17/12,1030,2,5,0
9/18/12,1430,2,2,0
9/20/12,1620,2,5,0
9/21/12,910,1,49,0
9/22/12,715,1,90,0
9/23/12,1330,1,3,0
9/24/12,755,2,132,0
9/25/12,725,1,130,0
9/26/12,1715,1,159,0
9/27/12,1105,4,75,0
9/28/12,1400,3,49,0
9/29/12,1745,0,56,0
9/30/12,1105,1,3,0
10/1/12,810,1,172,0
10/2/12,950,3,44,0
10/3/12,1615,7,48,0
10/4/12,1545,0,39,0
10/5/12,1745,3,1,0
10/7/12,830,1,117,0
10/8/12,1600,0,3,0
10/9/12,1800,1,3,0
10/10/12,840,1,123,0
10/11/12,830,1,136,0
10/12/12,1230,1,125,0
10/13/12,1115,1,98,0
10/14/12,920,3,93,0
10/16/12,930,1,5,0
10/17/12,1630,4,9,0
10/18/12,1530,4,86,0
10/19/12,1330,5,36,0
10/20/12,1550,2,39,0
10/21/12,815,1,142,0
10/22/12,1535,0,97,0
10/23/12,1630,0,75,0
10/24/12,1400,3,117,0
10/25/12,1740,1,2,0
10/26/12,1520,4,12,0
10/28/12,800,6,65,0
10/29/12,1115,4,38,0
10/30/12,800,1,50,2
10/31/12,1650,2,38,0
11/1/12,1815,2,62,0
11/2/12,1010,7,208,0
11/3/12,1310,5,24,0
11/4/12,1240,2,62,1
11/5/12,900,5,156,3
11/6/12,730,0,107,4
11/7/12,1330,6,76,3
11/8/12,1000,6,128,4
11/9/12,830,6,7,6
11/10/12,715,4,79,6
11/11/12,1110,7,53,6
11/12/12,1220,0,44,6
11/13/12,945,7,21,7
11/27/12,800,4,40,4
11/28/12,930,10,3,4
11/29/12,1430,10,245,5
11/30/12,1320,7,0,4
12/1/12,740,2,249,4
12/2/12,1000,5,1,5
12/3/12,920,3,315,5
12/4/12,1000,8,75,4
12/5/12,1110,5,52,0
12/6/12,1210,7,215,0
12/7/12,1330,7,264,0
12/8/12,1300,12,188,0
12/9/12,725,2,31,0
12/10/12,1050,9,88,0
12/11/12,1150,6,69,0
12/12/12,1140,0,25,0
12/13/12,930,5,67,0
12/14/12,800,6,74,1
12/15/12,1440,6,43,2
12/16/12,1200,5,88,2
12/17/12,800,7,163,3
12/19/12,1010,0,307,2
12/20/12,815,2,91,1
12/21/12,1130,3,250,2
12/22/12,1130,7,54,2
12/23/12,915,2,116,2
12/24/12,1005,5,274,2
12/25/12,1520,0,37,2
12/26/12,1500,0,35,2
12/28/12,1240,6,220,2
12/28/12,800,4,61,2
12/29/12,850,7,70,2
12/30/12,925,2,111,2
12/31/12,1445,5,53,2
1/1/13,1630,0,258,2
1/2/13,845,2,51,2
1/8/13,1145,1,173,1
1/9/13,1525,9,50,0
1/10/13,1315,3,143,0
1/12/13,1655,2,168,1
1/13/13,1130,11,85,1
1/14/13,950,7,18,1
1/15/13,1600,7,41,1
1/16/13,1400,7,29,1
1/17/13,1600,1,10,1
1/18/13,930,7,24,1
1/19/13,1310,9,220,0
1/20/13,845,5,78,0
1/21/13,1100,13,147,1
1/22/13,1450,4,152,0
1/23/13,1500,8,138,1
1/24/13,1440,3,292,0
1/26/13,1220,0,215,1
1/27/13,1150,10,211,1
1/28/13,1225,14,263,1
1/29/13,830,7,77,0
1/30/13,1150,4,81,1
1/31/13,1415,4,26,0
2/1/13,815,2,23,1
2/3/13,1140,7,229,0
2/4/13,1300,3,118,1
2/5/13,1410,8,51,1
2/6/13,1110,3,147,1
2/7/13,1025,6,168,1
2/9/13,1110,2,143,1
2/10/13,1150,2,124,1
2/11/13,1245,0,140,1
2/12/13,1210,2,139,1
2/13/13,1230,3,82,1
2/19/13,1525,2,0,1
2/20/13,1120,1,204,1
2/21/13,1800,0,39,1
2/22/13,1440,1,117,1
2/23/13,1335,0,131,1
2/24/13,845,5,28,1
2/25/13,1730,4,132,1
2/26/13,1040,1,88,1
3/1/13,1505,1,64,0
3/2/13,1140,3,116,0
3/3/13,1215,2,73,0
3/4/13,1100,8,115,0
3/5/13,1020,6,79,0
3/6/13,1440,9,158,0
3/7/13,850,5,117,0
3/8/13,1135,5,115,0
3/9/13,1310,5,253,0
3/10/13,1800,4,71,0
3/11/13,1055,8,70,0
3/12/13,1100,5,47,0
3/13/13,1420,5,57,0
3/14/13,1615,6,33,0
3/15/13,830,5,39,0
3/16/13,1440,2,55,0
3/17/13,1010,2,87,0
3/18/13,840,7,55,0
3/19/13,850,6,13,0
3/20/13,1340,8,18,0
3/21/13,830,2,9,0
3/22/13,1010,7,172,0
3/23/13,1400,2,144,0
3/24/13,1050,5,50,0
3/25/13,800,3,44,1
3/26/13,1730,5,110,1
3/27/13,910,5,51,1
3/28/13,830,7,43,1
3/29/13,1030,5,52,1
3/30/13,825,10,60,1
3/31/13,845,10,52,1
4/1/13,1115,5,109,0
4/2/13,1215,0,92,1
4/3/13,1205,6,105,1
4/5/13,1630,3,91,2
4/6/13,715,8,102,1
4/7/13,1225,13,252,2
4/8/13,1320,2,143,2
4/9/13,1620,3,208,2
4/10/13,1315,5,190,2
4/11/13,930,4,152,2
4/12/13,1550,4,228,2
4/13/13,820,1,86,2
4/14/13,1010,1,136,2
4/15/13,1155,1,90,2
4/16/13,1750,2,174,1
4/17/13,910,4,94,1
4/18/13,1815,9,109,0
4/19/13,1130,5,94,0
4/20/13,1715,12,71,0
4/24/13,1850,6,121,0
4/25/13,1420,7,159,0
4/26/13,1400,10,115,1
4/27/13,1700,5,174,1
4/28/13,1515,7,165,1
4/29/13,1530,8,132,1
4/30/13,1750,6,164,1
5/1/13,1710,7,177,1
5/2/13,1545,7,119,1
5/3/13,1105,5,65,1
5/4/13,1800,7,153,1
5/5/13,710,10,38,0
5/6/13,1810,8,85,1
5/7/13,1600,5,142,1
5/9/13,1725,2,196,1
5/10/13,1130,20,59,1
5/12/13,1340,10,127,1
5/13/13,1320,12,119,1
5/15/13,1700,4,247,0
5/16/13,1120,9,95,0
5/18/13,1715,6,123,0
5/19/13,1700,4,151,0
5/20/13,1805,6,177,0
5/21/13,1040,7,70,0
5/22/13,710,0,80,0
5/23/13,1900,9,145,0
5/24/13,1335,4,200,0
5/25/13,1600,2,244,0
5/26/13,1830,3,188,0
5/27/13,1440,11,128,0
5/29/13,1940,7,241,0
5/30/13,1700,6,186,0
5/31/13,1630,9,238,0
6/1/13,810,10,137,0
6/2/13,1240,10,226,0
6/3/13,1225,8,154,0
6/4/13,1650,8,194,0
6/5/13,1405,8,114,0
6/6/13,1745,16,167,0
6/7/13,1620,10,230,0
6/8/13,1800,6,301,0
6/9/13,1730,4,272,0
6/10/13,1230,2,304,0
6/11/13,1610,7,359,0
6/13/13,915,3,86,0
6/14/13,1150,7,130,0
6/15/13,715,12,401,0
6/16/13,1200,17,73,0
6/17/13,1300,7,102,0
6/18/13,1900,9,237,0
6/19/13,1335,3,152,0
6/20/13,1600,10,294,0
6/21/13,1040,18,228,0
6/22/13,730,9,288,1
6/23/13,1330,20,116,1
6/24/13,800,11,121,1
6/25/13,1020,10,46,1
6/26/13,1355,8,103,1
6/27/13,1750,7,252,1
6/28/13,2135,9,287,1
6/29/13,1700,7,164,1
6/30/13,815,4,266,1
7/1/13,1340,3,201,1
7/2/13,1700,5,155,1
7/3/13,1810,5,62,1
7/4/13,1605,2,100,1
7/5/13,1720,0,403,0
7/6/13,1840,0,327,0
7/7/13,1600,1,293,1
7/8/13,1145,4,80,1
7/9/13,1830,5,163,0
7/10/13,1905,6,160,1
7/11/13,1705,7,204,0
7/12/13,1910,1,194,1
7/13/13,1455,1,91,1
7/14/13,1620,3,144,1
7/15/13,1240,2,71,0
7/17/13,1120,6,133,0
7/18/13,1735,6,106,0
7/19/13,835,2,162,0
7/20/13,1240,2,165,0
7/21/13,810,3,131,0
7/22/13,2010,0,70,0
7/23/13,1125,1,13,0
7/24/13,1350,4,19,0
7/25/13,1220,3,14,0
7/26/13,800,0,60,0
7/27/13,1840,3,102,0
7/28/13,1200,3,101,0
7/29/13,810,3,94,0
7/30/13,800,4,87,0
7/31/13,955,4,11,0
8/1/13,1030,4,60,0
8/2/13,1240,4,126,0
8/5/13,1140,9,15,0
8/8/13,1330,5,18,0
8/9/13,1830,3,35,0
8/11/13,1900,6,87,0
8/12/13,1710,4,79,0
8/13/13,1745,4,10,0
8/14/13,1415,4,15,0
8/15/13,815,5,12,0
8/16/13,1600,3,6,0
8/17/13,1420,4,9,0
8/18/13,1650,6,36,0
8/19/13,1130,4,42,1
8/20/13,930,8,50,1
8/21/13,1300,3,10,1
8/22/13,1430,5,8,1
8/23/13,1450,5,38,1
8/24/13,1120,4,11,1
8/26/13,1400,2,10,0
8/27/13,800,1,61,0
8/28/13,1600,7,8,1
8/29/13,755,0,10,0
8/30/13,1320,4,10,0
8/31/13,1140,7,50,1
9/1/13,1500,5,11,1
9/2/13,1035,1,9,1
9/3/13,910,3,48,1
9/4/13,1825,1,14,1
9/5/13,1810,2,0,0
9/6/13,1600,7,15,1
9/7/13,650,5,68,1
9/8/13,1735,6,4,1
9/9/13,1345,5,8,0
9/10/13,1025,8,33,1
9/11/13,910,6,27,0
9/12/13,1050,3,75,1
9/14/13,930,10,103,1
9/15/13,1200,6,37,0
9/17/13,1245,9,8,0
9/18/13,1800,8,0,0
9/19/13,815,8,110,1
9/20/13,840,8,67,1
10/10/13,1720,6,32,2
10/11/13,1405,5,10,2
10/12/13,1645,4,78,3
10/13/13,1500,4,32,3
10/14/13,1030,5,62,3
10/15/13,1050,3,61,3
10/16/13,830,4,41,3
10/17/13,1640,2,41,4
10/18/13,1320,2,24,4
10/19/13,1510,2,23,4
10/20/13,1330,1,34,5
10/21/13,1250,2,34,3
10/22/13,930,7,147,5
10/23/13,1240,2,89,4
10/24/13,935,5,180,4
10/25/13,1145,7,7,4
10/26/13,1315,1,79,4
10/27/13,1430,1,32,4
10/28/13,1710,1,79,4
10/29/13,1350,0,46,4
10/30/13,1140,4,87,4
10/31/13,910,4,57,2
11/1/13,1410,2,49,4
11/2/13,1115,5,51,3
11/3/13,945,5,16,2
11/5/13,1210,2,149,4
11/6/13,1545,2,116,4
11/7/13,1045,3,68,4
11/8/13,1100,2,110,3
11/10/13,1520,3,62,1
11/11/13,1200,1,124,2
11/12/13,830,6,72,2
11/13/13,1300,3,52,2
11/14/13,830,4,18,1
11/17/13,1300,1,89,0
11/18/13,1155,6,111,0
11/19/13,835,7,48,0
11/20/13,800,6,83,0
11/21/13,850,4,167,0
11/22/13,1115,7,164,0
11/23/13,715,11,91,0
11/24/13,1100,3,50,0
11/25/13,940,3,88,0
11/26/13,1650,6,25,0
11/28/13,1100,6,204,0
11/29/13,1400,3,77,0
11/30/13,1005,5,163,0
12/2/13,1425,0,11,0
